timestamp,temperature,humidity
1746606724.1300843,26.41,50.31
1746606729.0631907,26.86,36.39
1746606725.400751,23.81,41.92
1746606724.8533068,25.49,39.65
1746606724.8990788,24.01,41.96
1746606733.7960274,26.01,40.43
1746606725.8503602,27.17,44.8
1746606726.4219184,24.04,37.31
1746606726.681236,25.5,39.22
1746606727.327229,24.88,47.78
1746606726.13077,26.8,39.77
1746606731.0666413,23.08,48.51
1746606727.401849,26.57,52.15
1746606726.866063,25.08,53.99
1746606726.9037685,25.87,38.03
1746606735.7982686,26.83,41.0
1746606727.85766,25.02,40.13
1746606728.436835,23.52,54.42
1746606728.6820245,24.81,50.09
1746606729.328604,25.36,37.85
1746606728.13167,27.9,53.4
1746606733.0714478,23.78,39.78
1746606729.402431,26.51,53.16
1746606728.8860815,23.32,50.69
1746606728.9127736,27.69,42.97
1746606737.8001022,23.6,35.39
1746606729.86016,24.6,37.94
1746606730.4426785,24.72,52.93
1746606730.6826215,25.79,49.26
1746606731.329636,26.13,51.82
1746606730.1326225,26.94,38.42
1746606735.0763917,23.64,43.05
1746606731.4049647,24.33,42.29
1746606730.8871336,23.23,36.71
1746606730.9178238,26.75,47.21
1746606739.8020828,25.33,47.83
1746606731.860898,23.18,36.29
1746606732.4443607,27.14,52.46
1746606732.6834857,27.13,54.3
1746606733.3307123,25.22,42.79
1746606732.1332994,23.34,46.16
1746606737.081678,24.68,50.35
1746606733.4093535,27.14,45.99
1746606732.8960066,23.27,38.65
1746606732.9322567,23.73,40.82
1746606741.8041956,24.09,45.11
1746606733.8670511,26.41,40.79
1746606734.4574547,23.17,41.42
1746606734.6843095,26.69,36.15
1746606735.3334146,24.69,53.18
1746606734.134242,24.78,48.94
1746606739.08581,27.06,53.46
1746606735.4105937,24.51,44.68
1746606734.8978813,26.4,46.47
1746606734.9461179,27.79,38.89
1746606743.806467,26.16,54.31
1746606735.8751488,23.22,48.01
1746606736.6852877,25.77,52.15
1746606737.3346977,27.54,42.54
1746606736.4664485,23.91,47.61
1746606736.1355057,25.41,43.86
1746606741.0880747,23.18,47.9
1746606737.4118085,24.55,52.63
1746606736.9034746,23.83,53.99
1746606736.955455,24.56,52.9
1746606745.8085282,24.97,44.43
1746606737.8813102,26.65,41.01
1746606738.6861155,25.44,36.39
1746606738.474895,27.12,52.72
1746606739.3358214,25.72,52.46
1746606738.136405,24.15,51.89
1746606743.1030133,26.63,50.37
1746606739.4128728,25.71,35.14
1746606738.917344,27.91,49.04
1746606738.9613037,27.83,36.39
1746606747.8109143,25.6,44.96
1746606739.8872387,26.28,45.03
1746606740.6866677,26.26,39.12
1746606741.337252,27.15,42.92
1746606740.478571,27.81,39.2
1746606740.1370564,23.94,47.5
1746606745.1035554,26.55,49.61
1746606741.415,26.76,42.27
1746606740.9251852,24.95,36.29
1746606740.9683259,27.08,35.46
1746606749.8133113,24.14,43.98
1746606741.8937523,27.95,50.56
1746606742.68771,27.98,44.07
1746606743.3386214,27.1,35.09
1746606742.4925997,24.22,35.47
1746606742.1384962,24.74,40.35
1746606747.1090858,23.96,46.65
1746606743.4159894,24.45,46.0
1746606742.9345796,26.06,42.59
1746606742.9739625,23.79,45.64
1746606751.8150864,26.3,39.07
1746606743.8959732,25.84,37.91
1746606744.6888907,23.32,43.55
1746606745.3402872,23.86,35.64
1746606744.5078592,26.54,48.26
1746606744.1393561,25.78,40.79
1746606749.1230707,24.22,47.51
1746606745.4180732,23.37,49.93
1746606744.9428165,26.42,35.68
1746606753.815815,24.86,45.54
1746606745.8975632,24.78,38.06
1746606746.689835,25.07,39.02
1746606747.3416915,24.45,46.69
1746606746.5193467,24.58,48.5
1746606744.9881556,23.4,47.97
1746606746.140757,23.98,44.08
1746606751.1251304,24.36,36.28
1746606747.4198763,23.2,46.97
1746606746.951076,24.62,40.24
1746606746.9890993,24.66,51.18
1746606755.8181667,26.74,50.99
1746606747.9036963,25.43,38.49
1746606748.6906075,24.03,50.53
1746606749.343108,26.98,43.96
1746606748.5257134,24.33,41.76
1746606748.141801,24.96,46.0
1746606753.125839,27.34,41.71
1746606749.4225178,24.8,36.96
1746606748.9652524,25.7,50.25
1746606749.001803,25.04,52.98
1746606757.819918,26.4,35.13
1746606749.9074159,27.07,54.86
1746606750.6914206,25.62,38.77
1746606751.344747,23.07,36.63
1746606750.5362566,26.56,39.54
1746606750.1427064,26.4,37.34
1746606755.1338246,24.66,53.12
1746606751.4237618,25.95,52.08
1746606750.9800615,27.35,37.04
1746606751.0063994,23.05,48.95
1746606759.8224423,24.44,37.25
1746606751.909988,26.77,54.24
1746606752.6920376,25.67,47.62
1746606753.3485994,26.22,38.64
1746606752.540779,25.42,45.08
1746606752.1433516,25.31,39.96
1746606757.1437666,27.88,45.21
1746606753.425438,25.13,39.4
1746606752.982671,25.46,35.14
1746606753.0160236,24.91,44.79
1746606761.8246436,27.76,37.41
1746606753.916254,23.14,48.86
1746606754.6925514,26.07,54.04
1746606755.3503547,25.48,46.69
1746606754.5436907,23.51,38.62
1746606754.144363,24.68,37.99
1746606759.155385,23.51,47.67
1746606755.4284115,25.64,45.9
1746606754.9849622,23.79,38.95
1746606755.0194733,23.07,54.88
1746606763.825959,26.19,36.4
1746606755.9228263,25.53,39.73
1746606756.6933017,24.26,40.7
1746606757.352118,27.01,53.77
1746606756.553416,26.25,44.08
1746606756.145377,23.53,44.6
1746606761.1632714,24.22,53.09
1746606757.429129,26.32,47.21
1746606757.0254788,23.22,53.13
1746606765.8275077,24.59,41.42
1746606757.9288197,24.41,37.51
1746606756.997341,26.11,45.72
1746606758.694393,24.96,49.47
1746606759.3535423,27.5,36.45
1746606758.5596113,23.93,53.43
1746606758.1465948,26.32,46.58
1746606763.173287,25.76,54.03
1746606759.4303675,27.19,44.65
1746606759.0134058,25.0,44.99
1746606759.0399864,25.17,38.02
1746606767.8292668,24.73,50.25
1746606759.936345,25.68,48.58
1746606760.6949935,26.14,47.93
1746606761.3551483,26.57,48.99
1746606760.5617652,26.32,48.84
1746606760.1472201,24.36,49.99
1746606765.1774218,26.8,41.47
1746606761.432378,26.75,39.55
1746606761.028525,27.31,45.1
1746606761.0454748,26.56,48.88
1746606769.8303132,24.02,36.25
1746606761.9414897,27.29,51.19
1746606762.69594,27.94,40.06
1746606763.3561726,27.25,43.6
1746606762.568273,25.38,40.81
1746606762.1478999,24.88,48.15
1746606767.1843708,26.56,35.19
1746606763.4338486,27.47,44.51
1746606763.0319219,25.65,35.14
1746606763.056273,23.34,47.74
1746606771.8317635,26.46,47.58
1746606763.9439542,26.84,44.99
1746606764.6970122,27.66,38.42
1746606765.3580096,27.23,35.19
1746606764.5777593,26.25,39.13
1746606764.148548,27.89,48.13
1746606769.189679,24.18,42.77
1746606765.4356766,26.91,43.39
1746606765.0331357,27.86,38.15
1746606765.0636725,27.31,54.37
1746606773.8340406,24.41,52.15
1746606765.9445436,27.15,44.92
1746606766.698134,23.83,37.21
1746606767.3613176,24.36,51.4
1746606766.586646,25.22,39.64
1746606766.1493254,26.47,39.52
1746606771.1921003,25.04,50.43
1746606767.4363394,26.99,44.68
1746606767.049988,27.87,47.49
1746606767.0660105,27.0,39.71
1746606775.835972,27.61,37.02
1746606767.9524434,27.92,53.77
1746606768.6990232,23.05,49.34
1746606769.3627384,23.01,35.19
1746606768.5924072,26.82,42.74
1746606768.15056,27.64,47.69
1746606773.200633,23.94,41.47
1746606769.4381344,24.5,47.36
1746606769.05591,27.85,35.5
1746606769.0678163,24.43,49.37
1746606777.8375793,23.55,53.48
1746606769.9593587,23.83,35.78
1746606770.7000139,24.39,43.11
1746606771.364542,26.2,35.51
1746606770.5956008,26.62,37.25
1746606770.1512346,23.16,46.01
1746606775.2082436,27.42,50.59
1746606771.438892,25.76,51.81
1746606771.063228,27.14,51.52
1746606771.0803084,23.7,43.85
1746606779.8399756,25.79,53.73
1746606771.965727,27.37,48.63
1746606772.7010345,23.94,36.16
1746606773.3662596,27.65,47.32
1746606772.6043723,24.68,47.25
1746606772.1526377,24.18,36.34
1746606777.2135007,27.28,49.6
1746606773.4416986,26.73,35.81
1746606773.064257,27.67,50.07
1746606773.0960002,24.2,42.76
1746606781.8421915,26.08,47.96
1746606773.9669282,27.25,51.74
1746606774.7016704,26.89,49.91
1746606775.368277,25.61,41.17
1746606774.6094677,26.84,44.63
1746606774.1530473,26.92,38.25
1746606779.2186716,23.16,44.46
1746606775.4438336,25.51,45.33
1746606775.0722568,26.49,47.79
1746606775.0982237,25.51,38.44
1746606783.8437293,25.48,52.54
1746606775.9675517,24.53,50.95
1746606776.70256,27.17,52.22
1746606777.3692026,25.36,41.44
1746606776.6103132,25.22,50.33
1746606776.1538942,25.8,53.65
1746606781.2201972,25.61,53.05
1746606777.4520268,26.82,54.3
1746606777.080606,23.52,52.56
1746606777.1121087,25.19,49.64
1746606785.8459668,27.4,49.74
1746606777.968587,27.91,39.97
1746606778.7033358,24.73,54.52
1746606779.370257,27.17,45.04
1746606778.6251745,24.69,35.39
1746606778.154765,24.84,35.49
1746606783.2328637,27.67,54.65
1746606779.453177,23.75,45.75
1746606779.081945,27.1,48.79
1746606779.1138847,26.87,37.51
1746606787.8477476,25.98,48.15
1746606779.9758427,23.21,41.56
1746606780.7043445,23.81,41.47
1746606781.3713477,23.67,48.7
1746606780.6286495,27.61,52.27
1746606780.1555145,24.86,49.48
1746606785.2410192,24.69,45.31
1746606781.4538593,23.98,50.27
1746606789.8497138,26.53,44.3
1746606781.1226895,26.74,36.61
1746606781.978088,23.74,41.48
1746606782.7057717,23.59,54.97
1746606783.3786414,25.9,41.7
1746606782.6361403,25.94,39.83
1746606782.159907,26.28,50.78
1746606787.2569375,26.07,51.66
1746606783.4549208,27.01,54.35
1746606791.8511498,24.36,42.86
1746606783.1260686,23.66,42.38
1746606783.9787931,26.1,38.83
1746606784.7063835,27.5,41.24
1746606785.3799863,25.94,35.22
1746606784.643483,24.39,50.83
1746606784.16355,23.09,43.61
1746606789.2701905,23.2,52.54
1746606785.4556231,24.96,51.61
1746606793.8522525,26.86,43.33
1746606785.1359286,23.75,35.94
1746606785.9864092,23.73,47.06
1746606786.707182,23.65,48.91
1746606787.3820963,26.26,52.28
1746606786.6551743,24.74,54.4
1746606786.1647484,27.87,45.29
1746606791.280767,27.38,50.08
1746606787.4577107,23.77,43.93
1746606795.8544307,25.12,49.74
1746606787.141953,24.89,53.18
1746606787.9888225,23.02,49.33
1746606788.7081234,26.0,53.95
1746606789.3833413,25.71,54.67
1746606788.6597626,27.78,40.41
1746606788.1657565,25.7,44.34
1746606793.2900019,24.97,37.02
1746606789.4589543,27.52,41.14
1746606797.8560853,25.21,39.44
1746606789.151941,27.25,38.38
1746606789.9986012,23.17,49.08
1746606791.3841333,26.55,53.07
1746606790.7091172,26.11,46.92
1746606790.661779,26.96,46.21
1746606790.1664221,23.64,36.56
1746606795.3026772,24.86,36.85
1746606791.4600458,26.76,44.58
1746606791.1222966,27.46,46.57
1746606799.8586931,26.48,48.46
1746606791.1660244,26.13,40.32
1746606792.0006235,25.67,52.82
1746606793.385334,27.26,45.31
1746606792.710374,24.87,42.63
1746606792.6629207,26.78,47.07
1746606792.1669955,24.94,40.9
1746606792.1588423,25.45,38.41
1746606797.3098757,24.64,36.3
1746606793.4624267,24.9,52.22
1746606793.141947,26.01,50.82
1746606801.8609457,27.79,53.68
1746606793.1732423,23.78,44.86
1746606794.0012224,26.58,37.27
1746606794.7109053,24.73,42.24
1746606795.3866224,25.27,46.54
1746606794.1628802,27.61,40.72
1746606794.6735513,23.25,40.8
1746606794.1676776,25.8,36.52
1746606799.3224015,27.41,46.37
1746606795.4639878,24.97,41.6
1746606795.145356,27.83,35.32
1746606803.8629532,24.44,37.21
1746606795.1862018,26.06,46.83
1746606796.0018318,23.38,52.29
1746606796.711945,26.55,45.01
1746606797.3878126,24.29,40.36
1746606796.1829474,27.84,43.87
1746606796.675578,26.14,54.92
1746606796.1684427,25.85,37.74
1746606801.3380516,23.74,48.11
1746606797.4664257,25.72,40.12
1746606797.153291,26.92,51.53
1746606805.8647904,25.81,51.84
1746606797.197648,26.24,49.92
1746606798.009612,23.36,53.19
1746606798.7130442,26.08,37.93
1746606799.3890898,26.05,50.8
1746606798.184594,24.28,42.09
1746606798.6808488,23.05,39.57
1746606798.169352,23.68,54.85
1746606803.3444133,23.17,52.71
1746606799.4675083,23.93,50.14
1746606799.161927,26.32,47.05
1746606807.8665292,24.38,49.62
1746606799.2151756,25.89,52.68
1746606800.0102632,24.57,48.3
1746606800.7138674,23.28,52.88
1746606801.3906693,27.43,54.67
1746606800.186352,24.59,37.29
1746606800.1710632,27.63,49.04
1746606800.6929398,25.21,35.95
1746606805.3531954,24.36,39.21
1746606801.4697206,24.96,46.17
1746606801.1639645,27.72,44.09
1746606809.868238,23.45,46.16
1746606801.230493,24.8,51.13
1746606802.0109282,26.3,39.3
1746606802.7146866,25.98,47.66
1746606803.3921583,23.61,44.95
1746606802.188,23.1,36.01
1746606802.172521,26.93,48.16
1746606802.7003217,23.55,44.82
1746606807.3542883,25.52,42.57
1746606803.4703655,25.7,51.7
1746606803.171956,27.3,39.52
1746606811.869635,23.57,48.15
1746606803.2454963,24.95,44.49
1746606804.019189,24.05,46.46
1746606804.715618,27.52,37.87
1746606805.393983,26.67,45.42
1746606804.1949205,23.56,49.84
1746606804.1731942,25.58,45.14
1746606804.710047,24.62,41.12
1746606809.3625965,26.92,51.73
1746606805.4713328,26.59,46.72
1746606805.1770084,26.9,52.0
1746606813.8714552,24.85,48.25
1746606805.254162,26.23,54.63
1746606806.0198812,24.13,53.58
1746606806.7161407,23.74,52.84
1746606807.3954604,24.15,42.99
1746606806.1970866,24.3,49.53
1746606806.174143,23.97,42.87
1746606806.7271125,23.14,44.47
1746606811.3633337,23.17,36.84
1746606807.4732523,25.47,38.86
1746606807.1804166,26.72,39.8
1746606815.8728476,26.89,38.63
1746606807.2547922,24.31,46.05
1746606808.0205631,25.76,49.31
1746606808.7180152,23.78,46.12
1746606809.3969212,27.25,48.59
1746606808.1985288,25.49,37.91
1746606808.1749117,24.58,35.4
1746606808.7294216,25.23,41.65
1746606813.3757389,25.39,52.95
1746606809.4824522,25.11,41.6
1746606809.190304,23.68,43.89
1746606817.8745527,23.33,43.28
1746606809.2647202,24.47,39.73
1746606810.0213332,27.07,46.1
1746606810.7187846,23.96,37.24
1746606811.398327,27.66,54.8
1746606810.1999936,25.89,50.74
1746606810.7401528,27.78,53.66
1746606810.1763592,24.31,36.49
1746606815.386579,23.66,43.03
1746606811.4832857,26.87,48.18
1746606811.1980531,24.57,45.57
1746606819.8761632,23.01,53.59
1746606811.2802393,23.1,40.52
1746606812.028462,25.88,54.37
1746606812.719385,23.1,54.21
1746606813.3992991,26.07,43.67
1746606812.200767,23.9,41.16
1746606812.1773715,23.99,54.53
1746606812.7415493,27.93,52.54
1746606817.3903584,24.05,43.17
1746606813.4851387,24.47,48.37
1746606813.2054713,26.74,36.94
1746606821.8778775,23.82,47.75
1746606813.2839122,23.12,35.26
1746606814.0300915,23.71,41.92
1746606814.7199655,26.11,46.61
1746606815.400811,24.01,54.2
1746606814.2021308,25.0,41.55
1746606814.1789627,24.85,36.61
1746606814.7495713,23.63,44.92
1746606819.4026945,23.3,53.48
1746606815.4868658,26.88,49.66
1746606815.212154,25.02,48.03
1746606823.8785238,24.21,47.76
1746606815.2842624,26.68,37.1
1746606816.033157,27.01,40.15
1746606816.7210395,25.17,51.89
1746606817.402222,25.18,38.4
1746606816.2030823,25.79,48.3
1746606816.179738,23.16,45.24
1746606816.7496028,27.52,44.14
1746606821.4165804,23.56,40.43
1746606817.4877539,25.68,45.5
1746606817.2263913,23.79,43.78
1746606825.880689,23.6,36.67
1746606817.2886615,25.65,42.06
1746606818.082321,23.74,37.02
1746606818.7220473,26.68,36.11
1746606819.403442,25.1,49.63
1746606818.2044954,27.53,40.95
1746606818.1803887,27.88,50.19
1746606818.7561345,24.7,47.16
1746606823.4268937,27.77,44.66
1746606819.4895222,24.69,48.37
1746606819.2331548,23.52,44.05
1746606827.8824532,27.82,38.04
1746606819.3049226,25.96,35.19
1746606820.1461682,27.44,41.07
1746606820.7233727,26.65,44.58
1746606821.4048362,25.88,45.06
1746606820.205657,26.61,48.62
1746606820.181421,24.91,41.21
1746606820.758494,27.43,36.82
1746606825.434744,24.53,39.61
1746606821.4905126,25.8,43.05
1746606821.246262,24.55,36.85
1746606829.8844438,23.89,52.76
1746606821.3149874,27.81,50.96
1746606822.1523237,24.94,37.91
1746606822.724585,25.96,48.46
1746606823.4061952,26.69,52.67
1746606822.2080066,27.67,48.64
1746606822.1827846,26.53,38.36
1746606822.761037,27.28,50.09
1746606827.4463117,24.46,44.52
1746606823.4931126,27.62,47.34
1746606823.2611122,26.78,35.28
1746606831.8863785,25.12,50.72
1746606823.3222108,24.71,41.31
1746606824.1534672,24.33,38.5
1746606824.726207,26.39,54.2
1746606825.4076395,23.16,39.77
1746606824.2097144,26.72,39.06
1746606824.183532,27.83,45.48
1746606824.7646322,23.39,55.0
1746606829.4486983,24.36,43.47
1746606825.4940605,23.03,48.27
1746606825.2653866,25.49,44.91
1746606833.8879366,24.65,50.18
1746606825.3249798,23.61,45.21
1746606826.1541173,26.83,37.35
1746606826.7273076,23.08,38.82
1746606827.4093013,23.3,36.73
1746606826.2112486,26.22,47.69
1746606827.4951715,27.9,54.09
1746606827.2654052,25.04,37.26
1746606835.8897097,27.98,44.23
1746606827.3411076,27.11,47.68
1746606828.1639264,23.59,39.11
1746606826.768984,23.34,40.39
1746606831.4572268,23.66,40.87
1746606828.7286203,23.56,53.42
1746606829.4104486,26.79,41.13
1746606826.1841586,27.47,53.41
1746606828.1850984,25.95,35.67
1746606828.7751894,25.5,46.32
1746606828.2122324,24.64,44.39
1746606833.4592788,25.13,42.73
1746606829.496463,26.06,50.38
1746606829.2769413,23.89,37.01
1746606837.8912146,27.54,54.41
1746606829.3505785,24.3,44.25
1746606830.1661413,26.45,48.58
1746606830.7293637,26.38,38.0
1746606831.4113367,23.13,36.85
1746606830.2134988,26.05,37.14
1746606830.1862683,23.76,47.79
1746606830.7835796,24.65,37.18
1746606835.4641807,24.86,54.98
1746606831.4985147,27.0,50.57
1746606831.284708,27.38,44.53
1746606839.892813,23.97,49.39
1746606831.3536837,27.5,51.0
1746606832.1677332,24.97,48.52
1746606832.7301366,25.91,46.76
1746606833.412626,24.77,50.77
1746606832.2148666,26.51,35.11
1746606832.1869574,25.54,36.89
1746606832.7939937,25.93,48.91
1746606837.47077,24.4,37.4
1746606833.5006397,24.96,49.23
1746606833.2920675,23.09,53.04
1746606841.8942475,23.77,44.17
1746606833.3539586,24.81,51.72
1746606834.1748888,25.16,43.15
1746606834.7312481,24.49,39.2
1746606835.413905,27.25,41.91
1746606834.2206435,27.29,49.77
1746606834.18757,26.61,37.17
1746606834.8005247,24.35,42.65
1746606839.4795353,26.78,51.14
1746606835.501757,24.04,47.11
1746606835.299336,27.85,50.71
1746606843.8960943,23.44,52.23
1746606835.360098,27.12,36.59
1746606836.1760669,27.37,35.38
1746606836.7318325,24.59,49.56
1746606837.4154356,23.44,35.03
1746606836.222205,25.68,37.7
1746606836.1885595,25.68,50.37
1746606836.8062732,26.55,38.17
1746606841.4951217,25.81,53.19
1746606837.5022762,27.88,44.87
1746606837.3007746,23.25,51.72
1746606845.8979373,24.61,36.36
1746606837.3661702,24.65,44.31
1746606838.1788743,27.7,47.26
1746606838.7324452,25.04,43.72
1746606839.4168117,23.52,52.49
1746606838.2233133,25.95,49.76
1746606838.1899462,23.03,50.51
1746606838.8183372,25.59,41.67
1746606843.5083282,26.73,52.13
1746606839.5049915,27.48,37.06
1746606839.3040283,26.99,40.54
1746606847.8994834,24.68,42.87
1746606839.37017,26.82,39.45
1746606840.7337198,24.29,50.14
1746606841.4182506,23.39,39.82
1746606840.224999,25.34,43.92
1746606840.1908834,26.1,46.89
1746606840.8282557,24.2,51.79
1746606845.5187025,23.13,36.02
1746606841.3082368,26.18,43.72
1746606849.901092,26.64,40.61
1746606840.1854303,23.76,53.53
1746606841.5052834,26.44,47.07
1746606841.3800406,27.53,52.15
1746606842.1942575,26.46,47.86
1746606842.7348592,25.89,36.39
1746606843.4197898,27.75,48.33
1746606842.2273731,26.63,51.11
1746606842.1922455,25.81,35.12
1746606842.8294551,27.9,54.4
1746606847.5229406,25.9,50.76
1746606843.506339,26.65,51.14
1746606843.3209796,27.91,43.5
1746606851.9031239,24.81,50.82
1746606843.3815913,23.31,51.24
1746606844.1990051,23.7,44.5
1746606844.736444,25.33,38.27
1746606845.42117,23.27,52.25
1746606844.228662,24.92,45.51
1746606844.1939216,27.9,53.97
1746606844.838609,27.23,38.51
1746606849.5240371,27.37,46.21
1746606845.5069861,25.65,41.26
1746606845.3233979,24.19,36.61
1746606853.9041953,25.38,54.94
1746606845.3958383,27.56,40.7
1746606846.2048676,26.22,35.03
1746606846.7379315,24.09,43.84
1746606847.4225907,25.13,50.59
1746606846.4030774,23.82,49.45
1746606846.229536,27.95,40.39
1746606846.1948886,24.56,43.1
1746606846.8424702,23.35,42.02
1746606851.5375288,26.7,50.52
1746606847.5083718,25.63,35.36
1746606847.3348503,26.53,49.26
1746606855.9053369,26.51,50.34
1746606848.4040284,25.65,37.07
1746606847.4075341,26.19,43.88
1746606848.211131,27.53,44.56
1746606848.7392154,25.99,49.5
1746606849.4238892,25.13,36.51
1746606848.1972225,26.72,49.59
1746606848.2317345,24.33,50.76
1746606848.846224,26.32,42.42
1746606853.5487988,26.03,51.0
1746606849.5092056,25.1,48.15
1746606849.3349607,24.68,44.59
1746606857.9069695,26.51,52.41
1746606850.4048727,26.81,45.76
1746606849.4223232,23.34,43.43
1746606850.2124362,26.37,42.28
1746606850.740775,26.23,53.93
1746606851.4263382,26.35,52.49
1746606850.1982946,24.51,45.74
1746606850.233296,25.06,40.32
1746606850.8478153,23.56,45.49
1746606855.5621018,23.26,53.92
1746606851.5106435,27.13,53.3
1746606851.3402448,24.32,43.2
1746606859.9089606,24.94,37.44
1746606852.405622,27.27,49.6
1746606851.4277108,25.55,45.16
1746606852.2131255,25.02,38.07
1746606852.7424011,27.07,39.9
1746606853.4270556,26.67,42.73
1746606852.2345805,26.52,40.33
1746606852.19926,24.05,43.69
1746606852.8590581,25.26,43.45
1746606857.573446,25.45,37.37
1746606853.5113947,25.61,52.3
1746606853.3492308,23.05,36.08
1746606861.9106503,24.57,52.28
1746606854.4059877,27.82,35.07
1746606853.4341614,25.28,45.89
1746606854.2138593,25.01,37.14
1746606854.7439883,25.8,42.28
1746606855.4285574,27.65,42.88
1746606854.2359064,25.35,35.29
1746606854.200623,24.61,36.83
1746606854.86294,26.49,40.92
1746606859.5830426,27.24,42.68
1746606855.512373,23.77,44.52
1746606855.3537169,23.27,52.36
1746606856.4065268,25.85,52.41
1746606855.4399946,25.12,37.74
1746606856.2205384,25.84,39.12
1746606856.7455664,26.2,42.01
1746606857.4301252,23.29,51.77
1746606856.2374365,27.14,54.58
1746606856.201524,26.37,38.8
1746606856.8722346,27.78,46.47
1746606863.9119983,23.71,41.22
1746606857.5137131,26.1,48.43
1746606861.595478,24.5,48.06
1746606857.3649664,25.68,45.68
1746606865.9131851,25.97,44.14
1746606858.407169,26.48,45.89
1746606857.4452908,23.17,37.04
1746606858.2216191,27.4,41.93
1746606858.747193,23.29,52.45
1746606859.43136,25.5,42.02
1746606858.242595,27.3,37.51
1746606858.202957,23.82,48.13
1746606858.8777838,24.64,54.75
1746606859.5143564,25.64,51.19
1746606863.605639,23.87,40.37
1746606859.366038,24.65,45.37
1746606867.91476,26.43,46.52
1746606860.4078064,27.47,38.63
1746606859.450283,24.84,38.82
1746606860.22226,27.51,40.73
1746606860.7489738,27.69,54.56
1746606861.4332433,23.37,35.21
1746606860.243925,26.55,38.88
1746606860.203583,25.79,44.66
1746606860.8924823,27.01,52.5
1746606861.5150883,23.09,48.39
1746606865.6100864,24.23,44.17
1746606861.3803813,24.7,45.6
